-9.652210726560295218e-01,2.473808013590080013e-01,5.000000000000000278e-02,4.783287343970490380e-01,4.293271359008000165e-01,5.000000000000000000e+00
-9.603148910909833358e-01,2.516415747268013203e-01,1.000000000000000056e-01,4.906181565046237036e-01,4.260773367793329047e-01,5.000000000000000000e+00
-9.552841805154947963e-01,2.558676326357009478e-01,1.500000000000000222e-01,5.030710575488590575e-01,4.226057908899639726e-01,5.000000000000000000e+00
-9.501273196335727755e-01,2.600566492668069385e-01,2.000000000000000111e-01,5.156860881922034068e-01,4.189016631105966781e-01,5.000000000000000000e+00
-9.448427055850602274e-01,2.642061876187153380e-01,2.500000000000000000e-01,5.284614048512508155e-01,4.149538351908402256e-01,5.000000000000000000e+00
-9.394287592380253793e-01,2.683136968049056881e-01,2.999999999999999889e-01,5.413946347034811479e-01,4.107509186190326789e-01,5.000000000000000000e+00
-9.338839308432347330e-01,2.723765095086186361e-01,3.499999999999999778e-01,5.544828394790604076e-01,4.062812703712930795e-01,5.000000000000000000e+00
-9.282067060616092657e-01,2.763918396267925903e-01,3.999999999999999667e-01,5.677224781625479499e-01,4.015330118173971452e-01,5.000000000000000000e+00
-9.223956123739930346e-01,2.803567801374736712e-01,4.499999999999999556e-01,5.811093687616211145e-01,3.964940510681095320e-01,5.000000000000000000e+00
-9.164492258806339331e-01,2.842683012280346477e-01,4.999999999999999445e-01,5.946386493359104852e-01,3.911521090560975411e-01,5.000000000000000000e+00
-9.103661784954455438e-01,2.881232487245052321e-01,5.499999999999999334e-01,6.083047385188343759e-01,3.854947496470557677e-01,5.000000000000000000e+00
-9.041451655373559104e-01,2.919183428652899481e-01,5.999999999999999778e-01,6.221012958089582323e-01,3.795094140784726622e-01,5.000000000000000000e+00
-8.977849537178076433e-01,2.956501774654876624e-01,6.500000000000000222e-01,6.360211819548253764e-01,3.731834600197698193e-01,5.000000000000000000e+00
-8.912843895197253286e-01,2.993152195208724220e-01,7.000000000000000666e-01,6.500564198082332545e-01,3.665042055384745701e-01,5.000000000000000000e+00
-8.846424079589726430e-01,3.029098093032895345e-01,7.500000000000001110e-01,6.641981560752698854e-01,3.594589782417089707e-01,5.000000000000000000e+00
-8.778580417144565828e-01,3.064301610016855748e-01,8.000000000000001554e-01,6.784366244516071287e-01,3.520351698396062545e-01,5.000000000000000000e+00
-8.709304306075771329e-01,3.098723639651482786e-01,8.500000000000001998e-01,6.927611106879432157e-01,3.442202963462715481e-01,5.000000000000000000e+00
-8.638588314056548922e-01,3.132323846060838246e-01,9.000000000000002442e-01,7.071599201922282862e-01,3.360020640935530434e-01,5.000000000000000000e+00
-8.566426279172916214e-01,3.165060690229055118e-01,9.500000000000002887e-01,7.216203488363246432e-01,3.273684416821667220e-01,5.000000000000000000e+00
-8.492813413403446088e-01,3.196891464022322271e-01,1.000000000000000222e+00,7.361286576946983740e-01,3.183077379326691991e-01,5.000000000000000000e+00
-8.417746408153445881e-01,3.227772332604777472e-01,1.050000000000000266e+00,7.506700525000070678e-01,3.088086858245509547e-01,5.000000000000000000e+00
-8.341223541288131926e-01,3.257658385837242654e-01,1.100000000000000311e+00,7.652286686531352133e-01,2.988605323246505963e-01,5.000000000000000000e+00
-8.263244785021015559e-01,3.286503699227814601e-01,1.150000000000000355e+00,7.797875626711681107e-01,2.884531339057181398e-01,5.000000000000000000e+00
-8.183811913921663628e-01,3.314261404972028702e-01,1.200000000000000400e+00,7.943287109935172063e-01,2.775770574421399517e-01,5.000000000000000000e+00
